fecha,producto,vendedor,ciudad,cantidad,monto
2025-05-20,Ont Fibra,Luis Gomez,Bogota,5,1310081.0
2025-07-04,Switch 24P,Ana Torres,Barranquilla,8,1193055.0
2025-01-10,Repetidor Mesh,Luis Gomez,Bucaramanga,7,205654.0
2025-08-28,Switch 24P,Luis Gomez,Cali,5,421627.0
2026-05-26,Router Wifi 6,Marta Ruiz,Bogota,3,653849.0
2026-01-29,Ont Fibra,Luis Gomez,Bogota,5,501135.0
2025-02-20,Antena Sectorial,Ana Torres,Medellin,3,494863.0
2025-09-25,Repetidor Mesh,Carlos Pena,Medellin,1,725672.0
2025-04-07,Antena Sectorial,Luis Gomez,Barranquilla,3,150434.0
2026-05-12,Cable Utp Cat6,Carlos Pena,Bucaramanga,6,241317.0
2025-01-09,Antena Sectorial,Carlos Pena,Barranquilla,6,812507.0
2026-05-30,Ont Fibra,Marta Ruiz,Barranquilla,2,1235333.0
2026-02-28,Router Wifi 6,Ana Torres,Barranquilla,4,361141.0
2026-07-20,Switch 24P,Ana Torres,Barranquilla,4,717304.0
2025-03-07,Switch 24P,Luis Gomez,Bogota,6,676456.0
2025-12-14,Router Wifi 6,Marta Ruiz,Bogota,6,200545.0
2025-10-30,Ont Fibra,Marta Ruiz,Medellin,7,541281.0
2025-02-26,Antena Sectorial,Marta Ruiz,Cali,6,958291.0
2026-01-21,Antena Sectorial,Marta Ruiz,Cali,4,481371.0
2025-08-20,Ont Fibra,Marta Ruiz,Bogota,8,1452878.0
2025-06-20,Repetidor Mesh,Marta Ruiz,Cali,4,28402.0
2025-04-12,Cable Utp Cat6,Luis Gomez,Medellin,1,279296.0
2025-09-20,Router Wifi 6,Carlos Pena,Bogota,6,255149.0
2026-08-20,Antena Sectorial,Ana Torres,Bogota,2,393156.0
2026-08-12,Switch 24P,Luis Gomez,Medellin,4,446778.0
2025-02-11,Router Wifi 6,Ana Torres,Cali,7,499998.0
2026-07-23,Router Wifi 6,Luis Gomez,Barranquilla,8,633496.0
2025-04-04,Ont Fibra,Marta Ruiz,Cali,7,920294.0
2026-04-26,Antena Sectorial,Marta Ruiz,Barranquilla,6,499745.0
2026-03-07,Antena Sectorial,Marta Ruiz,Medellin,2,226128.0
2025-02-10,Router Wifi 6,Luis Gomez,Bucaramanga,2,505522.0
2025-12-12,Ont Fibra,Carlos Pena,Bucaramanga,1,345664.0
2026-08-03,Ont Fibra,Carlos Pena,Barranquilla,5,982745.0
2025-12-17,Ont Fibra,Marta Ruiz,Bogota,8,341407.0
2025-12-25,Cable Utp Cat6,Carlos Pena,Barranquilla,6,128922.0
2026-07-01,Repetidor Mesh,Carlos Pena,Cali,8,157537.0
2025-08-17,Switch 24P,Marta Ruiz,Bucaramanga,6,755030.0
2026-05-06,Switch 24P,Luis Gomez,Bogota,5,84894.0
2026-03-25,Router Wifi 6,Marta Ruiz,Bucaramanga,6,340414.0
2025-09-15,Antena Sectorial,Marta Ruiz,Medellin,2,371674.0
2025-01-21,Repetidor Mesh,Marta Ruiz,Medellin,5,260271.0
2025-02-05,Cable Utp Cat6,Carlos Pena,Barranquilla,3,330258.0
2026-03-26,Cable Utp Cat6,Ana Torres,Bogota,5,408202.0
2025-04-30,Cable Utp Cat6,Marta Ruiz,Medellin,1,137899.0
2025-01-24,Switch 24P,Ana Torres,Barranquilla,7,326504.0
2025-02-13,Antena Sectorial,Luis Gomez,Medellin,8,182762.0
2025-09-20,Cable Utp Cat6,Luis Gomez,Medellin,4,309224.0
2025-04-16,Repetidor Mesh,Luis Gomez,Cali,7,316085.0
2026-08-11,Switch 24P,Carlos Pena,Cali,8,710290.0
2025-04-21,Switch 24P,Carlos Pena,Bogota,4,405844.0
2025-06-16,Cable Utp Cat6,Ana Torres,Cali,2,261089.0
2026-03-23,Repetidor Mesh,Ana Torres,Bucaramanga,8,440105.0
2025-04-19,Cable Utp Cat6,Luis Gomez,Bogota,3,1088351.0
2026-02-25,Antena Sectorial,Carlos Pena,Cali,4,1601229.0
2025-08-09,Repetidor Mesh,Carlos Pena,Medellin,7,333647.0
2026-05-31,Switch 24P,Carlos Pena,Bogota,1,260978.0
2025-09-07,Switch 24P,Luis Gomez,Cali,1,303149.0
2025-10-04,Switch 24P,Marta Ruiz,Bogota,7,944797.0
2025-10-18,Antena Sectorial,Carlos Pena,Cali,5,186247.0
2026-02-24,Switch 24P,Luis Gomez,Bogota,5,727642.0
2025-11-18,Switch 24P,Marta Ruiz,Medellin,1,1420323.0
2026-04-08,Router Wifi 6,Carlos Pena,Medellin,4,636284.0
2025-05-03,Switch 24P,Carlos Pena,Medellin,8,309265.0
2025-09-05,Antena Sectorial,Marta Ruiz,Bucaramanga,4,78674.0
2026-06-17,Router Wifi 6,Ana Torres,Medellin,3,155799.0
2025-02-09,Switch 24P,Ana Torres,Cali,2,262812.0
2026-04-20,Repetidor Mesh,Ana Torres,Cali,8,632054.0
2026-04-15,Switch 24P,Luis Gomez,Medellin,6,286720.0
2025-04-26,Switch 24P,Carlos Pena,Medellin,4,310427.0
2026-01-27,Repetidor Mesh,Luis Gomez,Medellin,8,303617.0
2026-06-04,Switch 24P,Ana Torres,Medellin,6,608490.0
2026-03-11,Router Wifi 6,Luis Gomez,Cali,7,310234.0
2026-03-04,Router Wifi 6,Marta Ruiz,Barranquilla,1,667436.0
2025-01-20,Repetidor Mesh,Carlos Pena,Cali,8,336668.0
2025-07-21,Repetidor Mesh,Carlos Pena,Bogota,8,284063.0
2026-05-24,Cable Utp Cat6,Ana Torres,Medellin,3,364559.0
2026-06-28,Cable Utp Cat6,Marta Ruiz,Bogota,5,456062.0
2025-01-16,Switch 24P,Ana Torres,Medellin,2,71758.0
2025-07-31,Switch 24P,Carlos Pena,Cali,2,247735.0
2025-06-22,Cable Utp Cat6,Ana Torres,Medellin,7,135238.0
2025-06-03,Antena Sectorial,Carlos Pena,Bucaramanga,5,437476.0
2025-03-03,Antena Sectorial,Marta Ruiz,Bucaramanga,2,219825.0
2025-10-10,Repetidor Mesh,Luis Gomez,Medellin,5,212243.0
2026-01-02,Repetidor Mesh,Carlos Pena,Bucaramanga,3,293688.0
2026-04-01,Antena Sectorial,Marta Ruiz,Medellin,5,596592.0
2025-06-01,Cable Utp Cat6,Ana Torres,Cali,4,93920.0
2026-08-21,Repetidor Mesh,Luis Gomez,Medellin,8,771390.0
2026-07-19,Router Wifi 6,Luis Gomez,Medellin,2,104127.0
2025-10-13,Repetidor Mesh,Marta Ruiz,Medellin,5,135106.0
2025-05-29,Antena Sectorial,Ana Torres,Bogota,1,168719.0
2026-05-09,Repetidor Mesh,Luis Gomez,Bucaramanga,8,351475.0
2026-08-23,Ont Fibra,Marta Ruiz,Cali,5,658379.0
2025-12-31,Antena Sectorial,Ana Torres,Cali,3,261280.0
2026-08-16,Switch 24P,Carlos Pena,Bogota,7,287238.0
2025-10-25,Repetidor Mesh,Ana Torres,Medellin,4,659143.0
2026-06-16,Ont Fibra,Luis Gomez,Bogota,8,220140.0
2025-05-13,Switch 24P,Ana Torres,Medellin,2,286886.0
2025-07-13,Cable Utp Cat6,Ana Torres,Bogota,8,328172.0
2025-02-17,Repetidor Mesh,Ana Torres,Cali,3,596847.0
2025-11-01,Switch 24P,Ana Torres,Bucaramanga,1,154492.0
2026-07-30,Antena Sectorial,Carlos Pena,Barranquilla,8,2555016.0
2025-02-21,Ont Fibra,Carlos Pena,Cali,6,68386.0
2026-01-19,Switch 24P,Ana Torres,Bucaramanga,6,734866.0
2025-12-26,Cable Utp Cat6,Luis Gomez,Medellin,2,130900.0
2025-10-16,Switch 24P,Marta Ruiz,Bucaramanga,3,245240.0
2025-10-05,Switch 24P,Marta Ruiz,Bogota,8,942338.0
2025-02-28,Antena Sectorial,Carlos Pena,Bogota,4,398647.0
2026-07-14,Ont Fibra,Luis Gomez,Bogota,6,191721.0
2026-05-25,Ont Fibra,Carlos Pena,Medellin,1,572931.0
2025-01-14,Antena Sectorial,Carlos Pena,Bogota,5,502471.0
2026-03-29,Ont Fibra,Ana Torres,Bogota,3,616907.0
2025-12-22,Switch 24P,Ana Torres,Barranquilla,3,175625.0
2025-10-31,Cable Utp Cat6,Ana Torres,Cali,1,547987.0
2025-12-20,Antena Sectorial,Luis Gomez,Cali,6,311523.0
2025-09-30,Router Wifi 6,Carlos Pena,Bogota,3,401805.0
2025-11-26,Router Wifi 6,Marta Ruiz,Medellin,5,653243.0
2026-05-11,Repetidor Mesh,Marta Ruiz,Medellin,3,254762.0
2025-09-03,Antena Sectorial,Ana Torres,Bucaramanga,1,95588.0
2025-11-05,Repetidor Mesh,Marta Ruiz,Medellin,4,96070.0
2025-07-01,Switch 24P,Luis Gomez,Barranquilla,2,126229.0
2026-06-14,Router Wifi 6,Ana Torres,Medellin,1,1274898.0
2026-07-06,Switch 24P,Carlos Pena,Medellin,1,227489.0
2025-06-14,Switch 24P,Marta Ruiz,Medellin,5,566360.0
2025-10-17,Cable Utp Cat6,Ana Torres,Barranquilla,6,333530.0
2026-02-26,Switch 24P,Carlos Pena,Bogota,6,355942.0
2025-05-19,Antena Sectorial,Marta Ruiz,Barranquilla,6,616120.0
2025-03-09,Ont Fibra,Luis Gomez,Bogota,2,116831.0
2025-11-11,Antena Sectorial,Carlos Pena,Cali,6,200671.0
2026-08-03,Repetidor Mesh,Marta Ruiz,Bucaramanga,4,274774.0
2025-11-27,Cable Utp Cat6,Ana Torres,Cali,1,124523.0
2025-04-25,Cable Utp Cat6,Carlos Pena,Medellin,2,84271.0
2026-02-01,Ont Fibra,Carlos Pena,Barranquilla,1,204353.0
2026-05-26,Cable Utp Cat6,Ana Torres,Bogota,2,166794.0
2025-08-02,Switch 24P,Carlos Pena,Bogota,5,361405.0
2025-09-01,Antena Sectorial,Carlos Pena,Cali,5,1375773.0
2025-04-06,Antena Sectorial,Marta Ruiz,Medellin,6,277167.0
2025-07-07,Antena Sectorial,Carlos Pena,Barranquilla,7,436246.0
2025-09-17,Cable Utp Cat6,Carlos Pena,Medellin,1,784861.0
2026-05-07,Ont Fibra,Marta Ruiz,Bogota,6,492850.0
2025-03-04,Switch 24P,Luis Gomez,Medellin,2,735456.0
2026-05-08,Antena Sectorial,Marta Ruiz,Barranquilla,2,476743.0
2025-07-09,Ont Fibra,Carlos Pena,Barranquilla,4,350029.0
2025-11-06,Ont Fibra,Luis Gomez,Medellin,8,569886.0
2026-06-24,Router Wifi 6,Carlos Pena,Medellin,1,984417.0
2026-01-10,Cable Utp Cat6,Carlos Pena,Medellin,5,446378.0
2025-05-19,Router Wifi 6,Marta Ruiz,Bogota,4,463273.0
2025-09-28,Switch 24P,Ana Torres,Bucaramanga,1,258448.0
2025-08-18,Router Wifi 6,Ana Torres,Cali,6,407859.0
2025-09-04,Router Wifi 6,Ana Torres,Medellin,4,453024.0
2025-01-20,Repetidor Mesh,Carlos Pena,Barranquilla,4,366720.0
2025-08-22,Antena Sectorial,Ana Torres,Bucaramanga,8,121902.0
2026-08-02,Cable Utp Cat6,Ana Torres,Bogota,5,506175.0
2025-08-14,Antena Sectorial,Ana Torres,Cali,5,131516.0
2025-07-29,Cable Utp Cat6,Marta Ruiz,Barranquilla,4,316057.0
2026-07-14,Cable Utp Cat6,Ana Torres,Cali,4,188620.0
2025-08-27,Repetidor Mesh,Ana Torres,Medellin,4,289136.0
2026-08-15,Router Wifi 6,Marta Ruiz,Cali,4,562778.0
2025-06-13,Ont Fibra,Marta Ruiz,Barranquilla,5,229598.0
2025-08-04,Repetidor Mesh,Marta Ruiz,Cali,7,175571.0
2026-08-01,Router Wifi 6,Carlos Pena,Medellin,5,271987.0
2025-06-27,Cable Utp Cat6,Luis Gomez,Bogota,2,494574.0
2025-03-11,Ont Fibra,Marta Ruiz,Barranquilla,3,86790.0
2026-04-07,Antena Sectorial,Luis Gomez,Bucaramanga,8,288693.0
2026-08-17,Repetidor Mesh,Luis Gomez,Medellin,1,323903.0
2026-06-22,Router Wifi 6,Luis Gomez,Bogota,2,625184.0
2025-03-05,Cable Utp Cat6,Marta Ruiz,Bogota,2,500740.0
2025-12-12,Repetidor Mesh,Marta Ruiz,Bucaramanga,1,937034.0
2025-08-12,Repetidor Mesh,Marta Ruiz,Bogota,2,287486.0
2026-02-28,Router Wifi 6,Marta Ruiz,Barranquilla,3,1011405.0
2025-10-19,Cable Utp Cat6,Luis Gomez,Medellin,5,275732.0
2026-07-22,Cable Utp Cat6,Luis Gomez,Bogota,1,202760.0
2026-03-28,Repetidor Mesh,Marta Ruiz,Bogota,4,108892.0
2025-11-23,Ont Fibra,Luis Gomez,Medellin,7,109646.0
2026-02-02,Repetidor Mesh,Luis Gomez,Bogota,5,631557.0
2026-06-25,Antena Sectorial,Ana Torres,Bogota,5,522979.0
2025-06-26,Ont Fibra,Carlos Pena,Cali,1,336085.0
2025-07-26,Ont Fibra,Ana Torres,Cali,2,1103631.0
2025-04-07,Repetidor Mesh,Marta Ruiz,Bucaramanga,1,712799.0
2025-03-27,Cable Utp Cat6,Marta Ruiz,Cali,1,284189.0
2025-11-29,Router Wifi 6,Marta Ruiz,Bogota,7,1003564.0
2025-03-19,Switch 24P,Luis Gomez,Bogota,8,523732.0
2025-03-01,Switch 24P,Carlos Pena,Cali,3,264126.0
2026-02-20,Repetidor Mesh,Luis Gomez,Bogota,4,1317493.0
2025-12-11,Repetidor Mesh,Marta Ruiz,Medellin,4,338473.0
2025-11-21,Switch 24P,Carlos Pena,Medellin,1,397033.0
2026-03-01,Repetidor Mesh,Ana Torres,Medellin,2,1112468.0
2025-02-23,Antena Sectorial,Ana Torres,Bogota,4,783192.0
2026-08-17,Switch 24P,Luis Gomez,Cali,8,502245.0
2026-06-20,Switch 24P,Luis Gomez,Bucaramanga,3,357754.0
2025-07-05,Antena Sectorial,Ana Torres,Cali,3,980880.0
2025-09-24,Router Wifi 6,Marta Ruiz,Barranquilla,7,402541.0
2025-04-17,Antena Sectorial,Luis Gomez,Bucaramanga,1,237213.0
2025-05-11,Router Wifi 6,Ana Torres,Medellin,3,649395.0
2026-07-24,Antena Sectorial,Carlos Pena,Bogota,6,255683.0
2025-05-09,Repetidor Mesh,Ana Torres,Bogota,4,529974.0
2025-02-07,Repetidor Mesh,Luis Gomez,Barranquilla,1,535498.0
2025-01-30,Antena Sectorial,Luis Gomez,Bogota,3,194263.0
2025-10-09,Router Wifi 6,Marta Ruiz,Bucaramanga,2,1134010.0
2026-06-29,Ont Fibra,Ana Torres,Cali,7,140927.0
2025-05-23,Antena Sectorial,Ana Torres,Medellin,1,591520.0
2025-09-11,Switch 24P,Marta Ruiz,Medellin,3,1847659.0
2025-11-08,Router Wifi 6,Ana Torres,Medellin,1,334753.0
2025-11-13,Antena Sectorial,Carlos Pena,Medellin,3,191442.0
2025-12-14,Switch 24P,Ana Torres,Barranquilla,5,321406.0
2025-02-23,Ont Fibra,Carlos Pena,Bogota,2,511858.0
2025-06-18,Switch 24P,Carlos Pena,Bogota,2,193497.0
2025-07-24,Ont Fibra,Luis Gomez,Medellin,1,317172.0
2026-01-26,Switch 24P,Luis Gomez,Barranquilla,7,1202064.0
2026-07-02,Repetidor Mesh,Carlos Pena,Medellin,7,316643.0
2026-08-14,Antena Sectorial,Carlos Pena,Cali,3,366542.0
2025-11-23,Antena Sectorial,Luis Gomez,Cali,4,161715.0
2025-11-07,Cable Utp Cat6,Marta Ruiz,Bogota,4,90261.0
2025-01-08,Repetidor Mesh,Luis Gomez,Barranquilla,4,310966.0
2025-07-10,Router Wifi 6,Carlos Pena,Cali,4,146687.0
2025-06-22,Antena Sectorial,Luis Gomez,Cali,5,337454.0
2025-06-02,Repetidor Mesh,Carlos Pena,Medellin,1,470912.0
2026-03-23,Switch 24P,Carlos Pena,Barranquilla,4,391498.0
2026-07-29,Switch 24P,Ana Torres,Barranquilla,3,251978.0
2026-01-23,Repetidor Mesh,Luis Gomez,Bogota,2,225533.0
2025-05-30,Ont Fibra,Luis Gomez,Medellin,4,103426.0
2025-10-14,Switch 24P,Carlos Pena,Cali,2,772301.0
2025-09-07,Cable Utp Cat6,Marta Ruiz,Barranquilla,8,575946.0
2025-02-19,Switch 24P,Ana Torres,Medellin,1,167795.0
2025-09-03,Repetidor Mesh,Ana Torres,Medellin,1,352889.0
2026-01-25,Cable Utp Cat6,Marta Ruiz,Cali,8,445360.0
2025-01-18,Cable Utp Cat6,Carlos Pena,Medellin,1,250651.0
2025-02-25,Switch 24P,Carlos Pena,Medellin,2,231671.0
2026-01-03,Router Wifi 6,Luis Gomez,Cali,5,237615.0
2026-08-10,Repetidor Mesh,Ana Torres,Medellin,2,1915754.0
2025-03-29,Ont Fibra,Luis Gomez,Barranquilla,4,408234.0
2025-06-05,Switch 24P,Luis Gomez,Medellin,4,152615.0
2025-02-01,Ont Fibra,Ana Torres,Bucaramanga,1,120260.0
2025-12-13,Switch 24P,Carlos Pena,Bucaramanga,1,1443999.0
2026-01-19,Ont Fibra,Ana Torres,Bucaramanga,4,324620.0
2026-01-22,Repetidor Mesh,Carlos Pena,Bogota,2,137282.0
2026-05-13,Repetidor Mesh,Ana Torres,Bogota,2,373847.0
2026-02-21,Switch 24P,Luis Gomez,Bogota,5,465442.0
2025-09-10,Ont Fibra,Marta Ruiz,Bogota,4,547667.0
2026-08-25,Router Wifi 6,Luis Gomez,Barranquilla,8,180723.0
2025-11-28,Switch 24P,Marta Ruiz,Medellin,8,270845.0
2026-08-08,Cable Utp Cat6,Marta Ruiz,Medellin,4,731077.0
2026-04-13,Antena Sectorial,Ana Torres,Medellin,7,643163.0
2025-06-25,Router Wifi 6,Ana Torres,Cali,8,313599.0
2025-07-11,Ont Fibra,Ana Torres,Medellin,4,268888.0
2026-03-02,Switch 24P,Marta Ruiz,Barranquilla,8,179045.0
2026-01-31,Antena Sectorial,Luis Gomez,Bucaramanga,7,768860.0
2026-07-03,Router Wifi 6,Carlos Pena,Bucaramanga,3,365687.0
2025-11-03,Router Wifi 6,Carlos Pena,Cali,5,362902.0
2025-08-05,Ont Fibra,Ana Torres,Medellin,7,187089.0
2025-10-20,Switch 24P,Ana Torres,Bucaramanga,7,160459.0
2026-03-21,Router Wifi 6,Ana Torres,Cali,5,925249.0
2025-07-22,Ont Fibra,Marta Ruiz,Bogota,1,344803.0
2025-10-21,Repetidor Mesh,Ana Torres,Barranquilla,1,334533.0
2026-07-16,Cable Utp Cat6,Ana Torres,Medellin,5,81393.0
2025-10-22,Antena Sectorial,Luis Gomez,Bucaramanga,8,110223.0
2025-08-08,Repetidor Mesh,Ana Torres,Cali,8,385614.0
2025-09-29,Repetidor Mesh,Luis Gomez,Barranquilla,2,742275.0
2025-06-29,Cable Utp Cat6,Marta Ruiz,Bogota,7,479940.0
2026-01-14,Router Wifi 6,Marta Ruiz,Cali,4,422244.0
2026-02-08,Repetidor Mesh,Carlos Pena,Bucaramanga,3,351159.0
2026-05-22,Repetidor Mesh,Marta Ruiz,Bucaramanga,8,290045.0
2025-07-08,Ont Fibra,Carlos Pena,Bogota,5,396510.0
2026-03-15,Cable Utp Cat6,Ana Torres,Cali,6,617542.0
2026-04-19,Cable Utp Cat6,Luis Gomez,Bucaramanga,2,1362860.0
2026-01-07,Antena Sectorial,Marta Ruiz,Medellin,4,259208.0
2026-04-16,Antena Sectorial,Marta Ruiz,Cali,4,936902.0
2026-07-07,Cable Utp Cat6,Ana Torres,Medellin,1,380668.0
2025-06-07,Ont Fibra,Ana Torres,Barranquilla,5,179655.0
2025-06-16,Router Wifi 6,Marta Ruiz,Medellin,4,772151.0
2025-12-04,Router Wifi 6,Luis Gomez,Medellin,2,170312.0
2025-08-13,Antena Sectorial,Marta Ruiz,Bucaramanga,3,152929.0
2026-05-17,Antena Sectorial,Marta Ruiz,Barranquilla,7,1129963.0
2025-10-14,Switch 24P,Ana Torres,Cali,3,445174.0
2025-12-30,Antena Sectorial,Carlos Pena,Medellin,5,401989.0
2025-04-22,Switch 24P,Carlos Pena,Bucaramanga,3,905778.0
2025-04-13,Router Wifi 6,Luis Gomez,Bogota,2,316894.0
2025-06-04,Ont Fibra,Luis Gomez,Bogota,2,153625.0
2026-04-04,Repetidor Mesh,Marta Ruiz,Bogota,5,174182.0
2025-03-08,Ont Fibra,Marta Ruiz,Bogota,4,306157.0
2025-05-31,Switch 24P,Marta Ruiz,Bogota,6,155386.0
2026-02-05,Ont Fibra,Luis Gomez,Barranquilla,4,289735.0
2026-04-14,Ont Fibra,Luis Gomez,Bogota,1,1764780.0
2025-11-15,Repetidor Mesh,Ana Torres,Cali,5,199230.0
2026-02-08,Repetidor Mesh,Ana Torres,Barranquilla,8,565542.0
2026-06-27,Router Wifi 6,Carlos Pena,Medellin,3,344778.0
2025-01-27,Router Wifi 6,Ana Torres,Cali,5,665843.0
2025-05-29,Switch 24P,Marta Ruiz,Medellin,4,331015.0
2025-02-21,Antena Sectorial,Marta Ruiz,Bogota,6,215397.0
2025-05-31,Antena Sectorial,Ana Torres,Medellin,5,284105.0
2025-05-26,Antena Sectorial,Carlos Pena,Cali,6,65979.0
2026-06-19,Antena Sectorial,Marta Ruiz,Bogota,8,88216.0
2025-09-23,Ont Fibra,Carlos Pena,Barranquilla,4,620509.0
2026-08-21,Antena Sectorial,Luis Gomez,Bogota,8,193515.0
2025-09-05,Repetidor Mesh,Carlos Pena,Bucaramanga,4,117788.0
2025-01-12,Antena Sectorial,Carlos Pena,Bogota,8,322454.0
2026-06-11,Switch 24P,Luis Gomez,Bogota,5,125955.0
2025-08-20,Switch 24P,Marta Ruiz,Cali,2,290009.0
2025-05-16,Repetidor Mesh,Marta Ruiz,Barranquilla,1,226946.0
2026-04-12,Antena Sectorial,Luis Gomez,Bogota,3,771661.0
2025-06-09,Repetidor Mesh,Luis Gomez,Cali,2,1477653.0
2026-04-11,Repetidor Mesh,Luis Gomez,Barranquilla,5,2516715.0
2025-10-10,Antena Sectorial,Marta Ruiz,Cali,6,390105.0
2026-05-31,Switch 24P,Ana Torres,Cali,6,410034.0
2026-02-12,Cable Utp Cat6,Marta Ruiz,Medellin,2,67574.0
2026-05-04,Antena Sectorial,Luis Gomez,Medellin,3,154001.0
2025-07-21,Antena Sectorial,Luis Gomez,Barranquilla,5,273840.0
2025-02-15,Cable Utp Cat6,Ana Torres,Medellin,1,124718.0
2026-02-12,Ont Fibra,Marta Ruiz,Bogota,2,191715.0
2025-01-13,Router Wifi 6,Luis Gomez,Medellin,8,148330.0
2025-10-20,Repetidor Mesh,Luis Gomez,Cali,2,131814.0
2026-05-28,Ont Fibra,Marta Ruiz,Barranquilla,2,471237.0
2025-05-22,Cable Utp Cat6,Ana Torres,Bogota,3,90302.0
2025-03-05,Switch 24P,Marta Ruiz,Cali,5,301430.0
2025-07-27,Cable Utp Cat6,Ana Torres,Medellin,2,349216.0
2025-08-19,Cable Utp Cat6,Marta Ruiz,Barranquilla,6,508677.0
2025-09-14,Switch 24P,Luis Gomez,Medellin,2,298114.0
2025-08-21,Cable Utp Cat6,Luis Gomez,Medellin,6,215518.0
2025-11-13,Cable Utp Cat6,Ana Torres,Bogota,6,204242.0
2026-05-15,Switch 24P,Marta Ruiz,Medellin,5,1031053.0
2026-01-05,Repetidor Mesh,Ana Torres,Bucaramanga,6,400939.0
2026-02-06,Cable Utp Cat6,Luis Gomez,Bogota,7,479613.0
2026-04-10,Ont Fibra,Luis Gomez,Barranquilla,2,172943.0
2025-01-26,Antena Sectorial,Carlos Pena,Barranquilla,7,144131.0
2026-08-04,Cable Utp Cat6,Luis Gomez,Bucaramanga,3,107458.0
2026-03-17,Ont Fibra,Ana Torres,Bogota,1,186336.0
2026-03-25,Repetidor Mesh,Carlos Pena,Cali,5,179744.0
2025-04-29,Antena Sectorial,Carlos Pena,Bucaramanga,4,211139.0
2026-06-13,Cable Utp Cat6,Marta Ruiz,Bucaramanga,3,489874.0
2025-10-02,Ont Fibra,Marta Ruiz,Bogota,3,486574.0
2026-06-01,Antena Sectorial,Carlos Pena,Barranquilla,2,1179105.0
2026-07-16,Switch 24P,Marta Ruiz,Medellin,7,133061.0
2025-05-17,Switch 24P,Carlos Pena,Bucaramanga,6,125487.0
2025-07-17,Cable Utp Cat6,Luis Gomez,Bogota,6,680653.0
2026-01-27,Antena Sectorial,Marta Ruiz,Medellin,6,336661.0
2026-08-13,Antena Sectorial,Ana Torres,Cali,6,1521144.0
2025-12-09,Switch 24P,Carlos Pena,Medellin,5,333664.0
2026-07-21,Antena Sectorial,Ana Torres,Medellin,1,598163.0
2026-06-08,Ont Fibra,Carlos Pena,Cali,6,579833.0
2026-07-02,Cable Utp Cat6,Marta Ruiz,Medellin,7,108503.0
2026-08-19,Ont Fibra,Luis Gomez,Medellin,2,169620.0
2025-11-25,Antena Sectorial,Luis Gomez,Medellin,3,618044.0
2026-06-30,Cable Utp Cat6,Luis Gomez,Bogota,3,1330280.0
2026-06-26,Switch 24P,Carlos Pena,Medellin,4,130791.0
2025-04-03,Router Wifi 6,Carlos Pena,Bogota,1,98499.0
2025-02-13,Ont Fibra,Marta Ruiz,Bogota,6,353422.0
2026-04-08,Repetidor Mesh,Ana Torres,Medellin,7,318509.0
2025-01-22,Repetidor Mesh,Carlos Pena,Bogota,8,45365.0
2025-03-12,Repetidor Mesh,Ana Torres,Bucaramanga,7,245191.0
2025-12-23,Antena Sectorial,Marta Ruiz,Barranquilla,2,237080.0
2026-01-30,Cable Utp Cat6,Marta Ruiz,Medellin,3,490278.0
2026-06-04,Cable Utp Cat6,Ana Torres,Cali,2,635003.0
2025-12-16,Switch 24P,Luis Gomez,Cali,5,226037.0
2025-07-29,Repetidor Mesh,Ana Torres,Medellin,5,144594.0
2026-02-10,Repetidor Mesh,Marta Ruiz,Barranquilla,4,102510.0
2025-06-21,Cable Utp Cat6,Ana Torres,Medellin,4,885281.0
2026-01-01,Ont Fibra,Carlos Pena,Medellin,2,271496.0
2025-11-20,Repetidor Mesh,Luis Gomez,Bucaramanga,1,343928.0
2025-10-24,Antena Sectorial,Luis Gomez,Medellin,8,166946.0
2026-03-10,Router Wifi 6,Ana Torres,Medellin,4,259847.0
2025-11-17,Antena Sectorial,Luis Gomez,Bucaramanga,3,141596.0
2025-01-19,Cable Utp Cat6,Marta Ruiz,Barranquilla,7,115605.0
2025-02-15,Repetidor Mesh,Carlos Pena,Medellin,4,334127.0
2025-04-13,Router Wifi 6,Ana Torres,Medellin,1,647194.0
2025-11-21,Ont Fibra,Luis Gomez,Bucaramanga,8,365637.0
2026-05-02,Switch 24P,Marta Ruiz,Medellin,4,386903.0
2026-07-15,Router Wifi 6,Ana Torres,Cali,3,275231.0
2026-06-10,Switch 24P,Luis Gomez,Bucaramanga,4,293329.0
2025-06-24,Switch 24P,Carlos Pena,Medellin,6,367133.0
2025-02-08,Antena Sectorial,Luis Gomez,Medellin,2,319946.0
2025-04-29,Cable Utp Cat6,Ana Torres,Medellin,1,284342.0
2025-01-28,Router Wifi 6,Carlos Pena,Cali,3,164040.0
2025-05-03,Repetidor Mesh,Ana Torres,Bogota,2,394625.0
2026-03-31,Antena Sectorial,Carlos Pena,Bogota,3,439654.0
2026-05-10,Router Wifi 6,Luis Gomez,Barranquilla,3,301670.0
2025-03-25,Cable Utp Cat6,Ana Torres,Medellin,7,331900.0
2025-07-06,Repetidor Mesh,Luis Gomez,Bogota,5,585601.0
2025-07-23,Cable Utp Cat6,Luis Gomez,Bogota,2,1029126.0
2025-02-24,Repetidor Mesh,Carlos Pena,Barranquilla,5,238880.0
2026-04-28,Ont Fibra,Luis Gomez,Bogota,6,241223.0
2025-09-06,Ont Fibra,Ana Torres,Medellin,7,643536.0
2025-05-25,Repetidor Mesh,Luis Gomez,Medellin,2,93561.0
2025-07-01,Router Wifi 6,Marta Ruiz,Medellin,1,743537.0
