 Fecha ,Producto,Vendedor,Ciudad,Cantidad,MONTO
22/09/2025,Cable UTP Cat6,Carlos Pena,Medellin,4,$ 115.766
05/01/2026,Antena sectorial,Luis Gomez,Medellin,3,$ 429.562
01/04/2025,Repetidor mesh,Carlos Pena,Medellin,5,$ 559.016
28/04/2026,Antena sectorial,Ana Torres,Cali,1,$ 293.897
20/07/2025,ONT Fibra,Carlos Pena,Cali,4,$ 388.703
11/07/2025,Cable UTP Cat6,Marta Ruiz,Cali,1,$ 288.000
30/05/2026,ONT Fibra,Carlos Pena,Barranquilla,1,$ 231.725
09/04/2026,Switch 24p,Marta Ruiz,Bucaramanga,5,$ 113.731
01/04/2025,Switch 24p,Carlos Pena,Cali,1,$ 165.247
29/05/2026,Switch 24p,Carlos Pena,Bogota,1,$ 421.892
09/08/2026,Switch 24p,Ana Torres,Medellin,2,$ 762.298
21/03/2025,ONT Fibra,Luis Gomez,Medellin,6,$ 318.012
27/10/2025,Cable UTP Cat6,Luis Gomez,Bogota,5,$ 193.829
15/10/2025,Switch 24p,Carlos Pena,Cali,1,$ 158.049
16/05/2026,Cable UTP Cat6,Carlos Pena,Medellin,3,$ 230.492
22/05/2026,Router WiFi 6,Carlos Pena,Cali,1,$ 170.125
03/07/2025,Cable UTP Cat6,Ana Torres,Cali,7,$ 121.384
31/07/2025,Antena sectorial,Marta Ruiz,Bogota,3,$ 280.529
12/09/2025,Repetidor mesh,Ana Torres,Barranquilla,7,$ 189.535
07/02/2026,Repetidor mesh,Marta Ruiz,Medellin,1,$ 106.951
12/07/2025,Switch 24p,Carlos Pena,Cali,8,$ 802.776
31/03/2025,Cable UTP Cat6,Ana Torres,Medellin,8,$ 549.356
20/06/2026,Antena sectorial,Ana Torres,Bogota,8,$ 655.771
03/11/2025,Router WiFi 6,Ana Torres,Cali,6,$ 716.475
31/03/2026,Cable UTP Cat6,Ana Torres,Medellin,3,$ 337.057
24/05/2025,ONT Fibra,Marta Ruiz,Medellin,1,$ 317.807
23/05/2026,ONT Fibra,Luis Gomez,Bogota,7,$ 2.123.883
22/08/2026,Antena sectorial,Luis Gomez,Barranquilla,3,$ 333.649
09/11/2025,Switch 24p,Ana Torres,Medellin,8,$ 802.233
30/06/2026,Switch 24p,Luis Gomez,Bogota,5,$ 422.482
31/01/2025,ONT Fibra,Carlos Pena,Medellin,7,$ 327.186
27/07/2025,Repetidor mesh,Carlos Pena,Medellin,6,$ 485.265
07/06/2026,ONT Fibra,Ana Torres,Medellin,4,$ 310.290
09/09/2025,ONT Fibra,Luis Gomez,Bogota,4,
20/05/2025,ONT Fibra,Luis Gomez,Bogota,5,$ 1.310.081
04/07/2025,Switch 24p,Ana Torres,Barranquilla,8,$ 1.193.055
10/01/2025,Repetidor mesh,Luis Gomez,Bucaramanga,7,$ 205.654
28/08/2025,Switch 24p,Luis Gomez,Cali,5,$ 421.627
26/05/2026,Router WiFi 6,Marta Ruiz,Bogota,3,$ 653.849
29/01/2026,ONT Fibra,Luis Gomez,Bogota,5,$ 501.135
20/02/2025,Antena sectorial,Ana Torres,Medellin,3,$ 494.863
25/09/2025,Repetidor mesh,Carlos Pena,Medellin,1,$ 725.672
07/04/2025,Antena sectorial,Luis Gomez,Barranquilla,3,$ 150.434
12/05/2026,Cable UTP Cat6,Carlos Pena,Bucaramanga,6,$ 241.317
09/01/2025,Antena sectorial,Carlos Pena,Barranquilla,6,$ 812.507
30/05/2026,ONT Fibra,Marta Ruiz,Barranquilla,2,$ 1.235.333
28/02/2026,Router WiFi 6,Ana Torres,Barranquilla,4,$ 361.141
20/07/2026,Switch 24p,Ana Torres,Barranquilla,4,$ 717.304
07/03/2025,Switch 24p,Luis Gomez,Bogota,6,$ 676.456
14/12/2025,Router WiFi 6,Marta Ruiz,Bogota,6,$ 200.545
30/10/2025,ONT Fibra,Marta Ruiz,Medellin,7,$ 541.281
26/02/2025,Antena sectorial,Marta Ruiz,Cali,6,$ 958.291
21/01/2026,Antena sectorial,Marta Ruiz,Cali,4,$ 481.371
20/08/2025,ONT Fibra,Marta Ruiz,Bogota,8,$ 1.452.878
26/07/2026,Router WiFi 6,Luis Gomez,Medellin,1,$ 466.117
06/02/2025,Antena sectorial,Ana Torres,Cali,3,
20/06/2025,Repetidor mesh,Marta Ruiz,Cali,4,$ 28.402
12/04/2025,Cable UTP Cat6,Luis Gomez,Medellin,1,$ 279.296
20/09/2025,Router WiFi 6,Carlos Pena,Bogota,6,$ 255.149
20/08/2026,Antena sectorial,Ana Torres,Bogota,2,$ 393.156
12/08/2026,Switch 24p,Luis Gomez,Medellin,4,$ 446.778
11/02/2025,Router WiFi 6,Ana Torres,Cali,7,$ 499.998
23/07/2026,Router WiFi 6,Luis Gomez,Barranquilla,8,$ 633.496
04/04/2025,ONT Fibra,Marta Ruiz,Cali,7,$ 920.294
26/04/2026,Antena sectorial,Marta Ruiz,Barranquilla,6,$ 499.745
07/03/2026,Antena sectorial,Marta Ruiz,Medellin,2,$ 226.128
10/02/2025,Router WiFi 6,Luis Gomez,Bucaramanga,2,$ 505.522
12/12/2025,ONT Fibra,Carlos Pena,Bucaramanga,1,$ 345.664
03/08/2026,ONT Fibra,Carlos Pena,Barranquilla,5,$ 982.745
17/12/2025,ONT Fibra,Marta Ruiz,Bogota,8,$ 341.407
25/12/2025,Cable UTP Cat6,Carlos Pena,Barranquilla,6,$ 128.922
01/07/2026,Repetidor mesh,Carlos Pena,Cali,8,$ 157.537
17/08/2025,Switch 24p,Marta Ruiz,Bucaramanga,6,$ 755.030
06/05/2026,Switch 24p,Luis Gomez,Bogota,5,$ 84.894
25/03/2026,Router WiFi 6,Marta Ruiz,Bucaramanga,6,$ 340.414
15/09/2025,Antena sectorial,Marta Ruiz,Medellin,2,$ 371.674
21/01/2025,Repetidor mesh,Marta Ruiz,Medellin,5,$ 260.271
05/02/2025,Cable UTP Cat6,Carlos Pena,Barranquilla,3,$ 330.258
26/03/2026,Cable UTP Cat6,Ana Torres,Bogota,5,$ 408.202
30/04/2025,Cable UTP Cat6,Marta Ruiz,Medellin,1,$ 137.899
24/01/2025,Switch 24p,Ana Torres,Barranquilla,7,$ 326.504
13/02/2025,Antena sectorial,Luis Gomez,Medellin,8,$ 182.762
20/09/2025,Cable UTP Cat6,Luis Gomez,Medellin,4,$ 309.224
16/04/2025,Repetidor mesh,Luis Gomez,Cali,7,$ 316.085
11/08/2026,Switch 24p,Carlos Pena,Cali,8,$ 710.290
29/10/2025,Repetidor mesh,Marta Ruiz,Medellin,7,$ 197.815
21/04/2025,Switch 24p,Carlos Pena,Bogota,4,$ 405.844
16/06/2025,Cable UTP Cat6,Ana Torres,Cali,2,$ 261.089
23/03/2026,Repetidor mesh,Ana Torres,Bucaramanga,8,$ 440.105
19/04/2025,Cable UTP Cat6,Luis Gomez,Bogota,3,$ 1.088.351
25/02/2026,Antena sectorial,Carlos Pena,Cali,4,$ 1.601.229
09/08/2025,Repetidor mesh,Carlos Pena,Medellin,7,$ 333.647
31/05/2026,Switch 24p,Carlos Pena,Bogota,1,$ 260.978
07/09/2025,Switch 24p,Luis Gomez,Cali,1,$ 303.149
04/10/2025,Switch 24p,Marta Ruiz,Bogota,7,$ 944.797
18/10/2025,Antena sectorial,Carlos Pena,Cali,5,$ 186.247
24/02/2026,Switch 24p,Luis Gomez,Bogota,5,$ 727.642
18/11/2025,Switch 24p,Marta Ruiz,Medellin,1,$ 1.420.323
08/04/2026,Router WiFi 6,Carlos Pena,Medellin,4,$ 636.284
03/05/2025,Switch 24p,Carlos Pena,Medellin,8,$ 309.265
18/04/2026,Cable UTP Cat6,Carlos Pena,Bogota,8,
05/09/2025,Antena sectorial,Marta Ruiz,Bucaramanga,4,$ 78.674
17/06/2026,Router WiFi 6,Ana Torres,Medellin,3,$ 155.799
09/02/2025,Switch 24p,Ana Torres,Cali,2,$ 262.812
20/04/2026,Repetidor mesh,Ana Torres,Cali,8,$ 632.054
15/04/2026,Switch 24p,Luis Gomez,Medellin,6,$ 286.720
26/04/2025,Switch 24p,Carlos Pena,Medellin,4,$ 310.427
27/01/2026,Repetidor mesh,Luis Gomez,Medellin,8,$ 303.617
04/06/2026,Switch 24p,Ana Torres,Medellin,6,$ 608.490
11/03/2026,Router WiFi 6,Luis Gomez,Cali,7,$ 310.234
04/03/2026,Router WiFi 6,Marta Ruiz,Barranquilla,1,$ 667.436
20/01/2025,Repetidor mesh,Carlos Pena,Cali,8,$ 336.668
21/07/2025,Repetidor mesh,Carlos Pena,Bogota,8,$ 284.063
24/05/2026,Cable UTP Cat6,Ana Torres,Medellin,3,$ 364.559
28/06/2026,Cable UTP Cat6,Marta Ruiz,Bogota,5,$ 456.062
16/01/2025,Switch 24p,Ana Torres,Medellin,2,$ 71.758
31/02/2025,Repetidor mesh,Carlos Pena,Cali,7,$ 459.587
31/07/2025,Switch 24p,Carlos Pena,Cali,2,$ 247.735
22/06/2025,Cable UTP Cat6,Ana Torres,Medellin,7,$ 135.238
03/06/2025,Antena sectorial,Carlos Pena,Bucaramanga,5,$ 437.476
03/03/2025,Antena sectorial,Marta Ruiz,Bucaramanga,2,$ 219.825
01/08/2026,Repetidor mesh,Ana Torres,Bogota,6,
10/10/2025,Repetidor mesh,Luis Gomez,Medellin,5,$ 212.243
02/01/2026,Repetidor mesh,Carlos Pena,Bucaramanga,3,$ 293.688
01/04/2026,Antena sectorial,Marta Ruiz,Medellin,5,$ 596.592
01/06/2025,Cable UTP Cat6,Ana Torres,Cali,4,$ 93.920
21/08/2026,Repetidor mesh,Luis Gomez,Medellin,8,$ 771.390
19/07/2026,Router WiFi 6,Luis Gomez,Medellin,2,$ 104.127
13/10/2025,Repetidor mesh,Marta Ruiz,Medellin,5,$ 135.106
29/05/2025,Antena sectorial,Ana Torres,Bogota,1,$ 168.719
09/05/2026,Repetidor mesh,Luis Gomez,Bucaramanga,8,$ 351.475
23/08/2026,ONT Fibra,Marta Ruiz,Cali,5,$ 658.379
31/12/2025,Antena sectorial,Ana Torres,Cali,3,$ 261.280
16/08/2026,Switch 24p,Carlos Pena,Bogota,7,$ 287.238
25/10/2025,Repetidor mesh,Ana Torres,Medellin,4,$ 659.143
16/06/2026,ONT Fibra,Luis Gomez,Bogota,8,$ 220.140
13/05/2025,Switch 24p,Ana Torres,Medellin,2,$ 286.886
30/07/2026,Router WiFi 6,Carlos Pena,Bucaramanga,4,$ 351.669
13/07/2025,Cable UTP Cat6,Ana Torres,Bogota,8,$ 328.172
17/02/2025,Repetidor mesh,Ana Torres,Cali,3,$ 596.847
01/11/2025,Switch 24p,Ana Torres,Bucaramanga,1,$ 154.492
30/07/2026,Antena sectorial,CARLOS PENA,Barranquilla,8,$ 2.555.016
21/02/2025,ONT Fibra,Carlos Pena,Cali,6,$ 68.386
19/01/2026,Switch 24p,Ana Torres,Bucaramanga,6,$ 734.866
26/12/2025,Cable UTP Cat6,Luis Gomez,Medellin,2,$ 130.900
16/10/2025,Switch 24p,Marta Ruiz,Bucaramanga,3,$ 245.240
05/10/2025,Switch 24p,Marta Ruiz,Bogota,8,$ 942.338
28/02/2025,Antena sectorial,Carlos Pena,Bogota,4,$ 398.647
14/07/2026,ONT Fibra,Luis Gomez,Bogota,6,$ 191.721
25/05/2026,ONT Fibra,Carlos Pena,Medellin,1,$ 572.931
14/01/2025,Antena sectorial,Carlos Pena,Bogota,5,$ 502.471
29/03/2026,ONT Fibra,Ana Torres,Bogota,3,$ 616.907
22/12/2025,Switch 24p,Ana Torres,Barranquilla,3,$ 175.625
31/10/2025,Cable UTP Cat6,Ana Torres,Cali,1,$ 547.987
20/12/2025,Antena sectorial,Luis Gomez,Cali,6,$ 311.523
30/09/2025,Router WiFi 6,Carlos Pena,Bogota,3,$ 401.805
26/11/2025,Router WiFi 6,Marta Ruiz,Medellin,5,$ 653.243
11/05/2026,Repetidor mesh,Marta Ruiz,Medellin,3,$ 254.762
03/09/2025,Antena sectorial,Ana Torres,Bucaramanga,1,$ 95.588
05/11/2025,Repetidor mesh,Marta Ruiz,Medellin,4,$ 96.070
15/03/2025,Repetidor mesh,Luis Gomez,Cali,1,-50.000
01/07/2025,Switch 24p,Luis Gomez,Barranquilla,2,$ 126.229
14/06/2026,Router WiFi 6,Ana Torres,Medellin,1,$ 1.274.898
06/07/2026,Switch 24p,Carlos Pena,Medellin,1,$ 227.489
14/06/2025,Switch 24p,Marta Ruiz,Medellin,5,$ 566.360
17/10/2025,Cable UTP Cat6,Ana Torres,Barranquilla,6,$ 333.530
26/02/2026,Switch 24p,Carlos Pena,Bogota,6,$ 355.942
19/05/2025,Antena sectorial,Marta Ruiz,Barranquilla,6,$ 616.120
09/03/2025,ONT Fibra,Luis Gomez,Bogota,2,$ 116.831
11/11/2025,Antena sectorial,Carlos Pena,Cali,6,$ 200.671
03/08/2026,Repetidor mesh,Marta Ruiz,Bucaramanga,4,$ 274.774
27/11/2025,Cable UTP Cat6,Ana Torres,Cali,1,$ 124.523
25/04/2025,Cable UTP Cat6,Carlos Pena,Medellin,2,$ 84.271
01/02/2026,ONT Fibra,Carlos Pena,Barranquilla,1,$ 204.353
26/05/2026,Cable UTP Cat6,Ana Torres,Bogota,2,$ 166.794
02/08/2025,Switch 24p,Carlos Pena,Bogota,5,$ 361.405
01/09/2025,Antena sectorial,Carlos Pena,Cali,5,$ 1.375.773
06/04/2025,Antena sectorial,Marta Ruiz,Medellin,6,$ 277.167
07/07/2025,Antena sectorial,CARLOS PENA,Barranquilla,7,$ 436.246
17/09/2025,Cable UTP Cat6,Carlos Pena,Medellin,1,$ 784.861
07/05/2026,ONT Fibra,MARTA RUIZ,Bogota,6,$ 492.850
04/03/2025,Switch 24p,Luis Gomez,Medellin,2,$ 735.456
08/05/2026,Antena sectorial,Marta Ruiz,Barranquilla,2,$ 476.743
09/07/2025,ONT Fibra,Carlos Pena,Barranquilla,4,$ 350.029
06/11/2025,ONT Fibra,Luis Gomez,Medellin,8,$ 569.886
11/03/2026,Repetidor mesh,Carlos Pena,Cali,6,
24/06/2026,Router WiFi 6,Carlos Pena,Medellin,1,$ 984.417
10/01/2026,Cable UTP Cat6,Carlos Pena,Medellin,5,$ 446.378
19/05/2025,Router WiFi 6,Marta Ruiz,Bogota,4,$ 463.273
28/09/2025,Switch 24p,Ana Torres,Bucaramanga,1,$ 258.448
18/08/2025,Router WiFi 6,Ana Torres,Cali,6,$ 407.859
04/09/2025,Router WiFi 6,Ana Torres,Medellin,4,$ 453.024
20/01/2025,Repetidor mesh,Carlos Pena,Barranquilla,4,$ 366.720
22/08/2025,Antena sectorial,Ana Torres,Bucaramanga,8,$ 121.902
02/08/2026,Cable UTP Cat6,Ana Torres,Bogota,5,$ 506.175
14/08/2025,Antena sectorial,Ana Torres,Cali,5,$ 131.516
29/07/2025,Cable UTP Cat6,Marta Ruiz,Barranquilla,4,$ 316.057
14/07/2026,Cable UTP Cat6,Ana Torres,Cali,4,$ 188.620
27/08/2025,Repetidor mesh,Ana Torres,Medellin,4,$ 289.136
15/08/2026,Router WiFi 6,Marta Ruiz,Cali,4,$ 562.778
13/06/2025,ONT Fibra,Marta Ruiz,Barranquilla,5,$ 229.598
04/08/2025,Repetidor mesh,Marta Ruiz,Cali,7,$ 175.571
01/08/2026,Router WiFi 6,Carlos Pena,Medellin,5,$ 271.987
27/06/2025,Cable UTP Cat6,Luis Gomez,Bogota,2,$ 494.574
11/03/2025,ONT Fibra,Marta Ruiz,Barranquilla,3,$ 86.790
07/04/2026,Antena sectorial,Luis Gomez,Bucaramanga,8,$ 288.693
17/08/2026,Repetidor mesh,Luis Gomez,Medellin,1,$ 323.903
22/06/2026,Router WiFi 6,Luis Gomez,Bogota,2,$ 625.184
05/03/2025,Cable UTP Cat6,Marta Ruiz,Bogota,2,$ 500.740
12/12/2025,Repetidor mesh,Marta Ruiz,Bucaramanga,1,$ 937.034
12/08/2025,Repetidor mesh,Marta Ruiz,Bogota,2,$ 287.486
28/02/2026,Router WiFi 6,Marta Ruiz,Barranquilla,3,$ 1.011.405
19/10/2025,Cable UTP Cat6,Luis Gomez,Medellin,5,$ 275.732
22/07/2026,Cable UTP Cat6,Luis Gomez,Bogota,1,$ 202.760
28/03/2026,Repetidor mesh,Marta Ruiz,Bogota,4,$ 108.892
23/11/2025,ONT Fibra,Luis Gomez,Medellin,7,$ 109.646
02/02/2026,Repetidor mesh,Luis Gomez,Bogota,5,$ 631.557
02/06/2026,Switch 24p,Carlos Pena,Medellin,6,
25/06/2026,Antena sectorial,Ana Torres,Bogota,5,$ 522.979
26/06/2025,ONT Fibra,Carlos Pena,Cali,1,$ 336.085
26/07/2025,ONT Fibra,Ana Torres,Cali,2,$ 1.103.631
15/05/2025,Repetidor mesh,Carlos Pena,Barranquilla,3,-50.000
07/04/2025,Repetidor mesh,Marta Ruiz,Bucaramanga,1,$ 712.799
27/03/2025,Cable UTP Cat6,Marta Ruiz,Cali,1,$ 284.189
29/11/2025,Router WiFi 6,Marta Ruiz,Bogota,7,$ 1.003.564
19/03/2025,Switch 24p,Luis Gomez,Bogota,8,$ 523.732
01/03/2025,Switch 24p,Carlos Pena,Cali,3,$ 264.126
20/02/2026,Repetidor mesh,Luis Gomez,Bogota,4,$ 1.317.493
11/12/2025,Repetidor mesh,Marta Ruiz,Medellin,4,$ 338.473
21/11/2025,Switch 24p,Carlos Pena,Medellin,1,$ 397.033
01/03/2026,Repetidor mesh,Ana Torres,Medellin,2,$ 1.112.468
23/02/2025,Antena sectorial,Ana Torres,Bogota,4,$ 783.192
17/08/2026,Switch 24p,Luis Gomez,Cali,8,$ 502.245
20/06/2026,Switch 24p,Luis Gomez,Bucaramanga,3,$ 357.754
05/07/2025,Antena sectorial,Ana Torres,Cali,3,$ 980.880
24/09/2025,Router WiFi 6,Marta Ruiz,Barranquilla,7,$ 402.541
17/04/2025,Antena sectorial,Luis Gomez,Bucaramanga,1,$ 237.213
11/05/2025,Router WiFi 6,Ana Torres,Medellin,3,$ 649.395
24/07/2026,Antena sectorial,Carlos Pena,Bogota,6,$ 255.683
09/05/2025,Repetidor mesh,Ana Torres,Bogota,4,$ 529.974
07/02/2025,Repetidor mesh,Luis Gomez,Barranquilla,1,$ 535.498
30/01/2025,Antena sectorial,Luis Gomez,Bogota,3,$ 194.263
09/10/2025,Router WiFi 6,Marta Ruiz,Bucaramanga,2,$ 1.134.010
29/06/2026,ONT Fibra,Ana Torres,Cali,7,$ 140.927
23/05/2025,Antena sectorial,Ana Torres,Medellin,1,$ 591.520
11/09/2025,Switch 24p,Marta Ruiz,Medellin,3,$ 1.847.659
08/11/2025,Router WiFi 6,Ana Torres,Medellin,1,$ 334.753
13/11/2025,Antena sectorial,Carlos Pena,Medellin,3,$ 191.442
14/12/2025,Switch 24p,Ana Torres,Barranquilla,5,$ 321.406
23/02/2025,ONT Fibra,Carlos Pena,Bogota,2,$ 511.858
18/06/2025,Switch 24p,Carlos Pena,Bogota,2,$ 193.497
11/01/2026,Switch 24p,Marta Ruiz,Medellin,5,-50.000
24/07/2025,ONT Fibra,Luis Gomez,Medellin,1,$ 317.172
26/01/2026,Switch 24p,Luis Gomez,Barranquilla,7,$ 1.202.064
02/07/2026,Repetidor mesh,Carlos Pena,Medellin,7,$ 316.643
14/08/2026,Antena sectorial,Carlos Pena,Cali,3,$ 366.542
31/02/2025,Cable UTP Cat6,Ana Torres,Medellin,6,$ 389.233
23/11/2025,Antena sectorial,Luis Gomez,Cali,4,$ 161.715
07/11/2025,Cable UTP Cat6,Marta Ruiz,Bogota,4,$ 90.261
08/01/2025,Repetidor mesh,Luis Gomez,Barranquilla,4,$ 310.966
10/07/2025,Router WiFi 6,Carlos Pena,Cali,4,$ 146.687
22/06/2025,Antena sectorial,Luis Gomez,Cali,5,$ 337.454
02/06/2025,Repetidor mesh,Carlos Pena,Medellin,1,$ 470.912
23/03/2026,Switch 24p,Carlos Pena,Barranquilla,4,$ 391.498
29/07/2026,Switch 24p,Ana Torres,Barranquilla,3,$ 251.978
23/01/2026,Repetidor mesh,Luis Gomez,Bogota,2,$ 225.533
30/05/2025,ONT Fibra,Luis Gomez,Medellin,4,$ 103.426
14/10/2025,Switch 24p,Carlos Pena,Cali,2,$ 772.301
07/09/2025,Cable UTP Cat6,Marta Ruiz,Barranquilla,8,$ 575.946
20/06/2026,Switch 24p,Luis Gomez,Bucaramanga,3,$ 357.754
19/02/2025,Switch 24p,Ana Torres,Medellin,1,$ 167.795
03/09/2025,Repetidor mesh,Ana Torres,Medellin,1,$ 352.889
25/01/2026,Cable UTP Cat6,Marta Ruiz,Cali,8,$ 445.360
18/01/2025,Cable UTP Cat6,Carlos Pena,Medellin,1,$ 250.651
25/02/2025,Switch 24p,Carlos Pena,Medellin,2,$ 231.671
03/01/2026,Router WiFi 6,Luis Gomez,Cali,5,$ 237.615
06/01/2025,Switch 24p,Luis Gomez,Barranquilla,4,$ 152.241
10/08/2026,Repetidor mesh,Ana Torres,Medellin,2,$ 1.915.754
29/03/2025,ONT Fibra,Luis Gomez,Barranquilla,4,$ 408.234
05/06/2025,Switch 24p,Luis Gomez,Medellin,4,$ 152.615
01/02/2025,ONT Fibra,Ana Torres,Bucaramanga,1,$ 120.260
13/12/2025,Switch 24p,Carlos Pena,Bucaramanga,1,$ 1.443.999
19/01/2026,ONT Fibra,Ana Torres,Bucaramanga,4,$ 324.620
22/01/2026,Repetidor mesh,Carlos Pena,Bogota,2,$ 137.282
13/05/2026,Repetidor mesh,Ana Torres,Bogota,2,$ 373.847
21/02/2026,Switch 24p,Luis Gomez,Bogota,5,$ 465.442
10/09/2025,ONT Fibra,Marta Ruiz,Bogota,4,$ 547.667
21/05/2025,Switch 24p,Luis Gomez,Cali,8,-50.000
25/08/2026,Router WiFi 6,Luis Gomez,Barranquilla,8,$ 180.723
08/01/2025,Repetidor mesh,Luis Gomez,Barranquilla,4,$ 310.966
28/11/2025,Switch 24p,Marta Ruiz,Medellin,8,$ 270.845
08/08/2026,Cable UTP Cat6,Marta Ruiz,Medellin,4,$ 731.077
03/02/2026,Cable UTP Cat6,Marta Ruiz,Medellin,7,$ 565.766
08/05/2026,Antena sectorial,Marta Ruiz,Barranquilla,2,$ 476.743
13/04/2026,Antena sectorial,Ana Torres,Medellin,7,$ 643.163
25/06/2025,Router WiFi 6,Ana Torres,Cali,8,$ 313.599
11/07/2025,ONT Fibra,Ana Torres,Medellin,4,$ 268.888
02/03/2026,Switch 24p,Marta Ruiz,Barranquilla,8,$ 179.045
31/01/2026,Antena sectorial,Luis Gomez,Bucaramanga,7,$ 768.860
03/07/2026,Router WiFi 6,Carlos Pena,Bucaramanga,3,$ 365.687
06/06/2026,Repetidor mesh,Luis Gomez,Medellin,7,$ 678.596
03/11/2025,Router WiFi 6,Carlos Pena,Cali,5,$ 362.902
05/08/2025,ONT Fibra,Ana Torres,Medellin,7,$ 187.089
20/10/2025,Switch 24p,Ana Torres,Bucaramanga,7,$ 160.459
21/03/2026,Router WiFi 6,Ana Torres,Cali,5,$ 925.249
22/07/2025,ONT Fibra,Marta Ruiz,Bogota,1,$ 344.803
21/10/2025,Repetidor mesh,Ana Torres,Barranquilla,1,$ 334.533
16/07/2026,Cable UTP Cat6,Ana Torres,Medellin,5,$ 81.393
22/10/2025,Antena sectorial,Luis Gomez,Bucaramanga,8,$ 110.223
08/08/2025,Repetidor mesh,Ana Torres,Cali,8,$ 385.614
29/09/2025,Repetidor mesh,Luis Gomez,Barranquilla,2,$ 742.275
29/06/2025,Cable UTP Cat6,Marta Ruiz,Bogota,7,$ 479.940
14/01/2026,Router WiFi 6,Marta Ruiz,Cali,4,$ 422.244
08/02/2026,Repetidor mesh,Carlos Pena,Bucaramanga,3,$ 351.159
22/05/2026,Repetidor mesh,Marta Ruiz,Bucaramanga,8,$ 290.045
08/07/2025,ONT Fibra,Carlos Pena,Bogota,5,$ 396.510
15/03/2026,Cable UTP Cat6,Ana Torres,Cali,6,$ 617.542
19/04/2026,Cable UTP Cat6,Luis Gomez,Bucaramanga,2,$ 1.362.860
07/01/2026,Antena sectorial,Marta Ruiz,Medellin,4,$ 259.208
16/04/2026,Antena sectorial,Marta Ruiz,Cali,4,$ 936.902
07/07/2026,Cable UTP Cat6,Ana Torres,Medellin,1,$ 380.668
12/08/2026,Switch 24p,Luis Gomez,Medellin,4,$ 446.778
07/06/2025,ONT Fibra,Ana Torres,Barranquilla,5,$ 179.655
16/06/2025,Router WiFi 6,Marta Ruiz,Medellin,4,$ 772.151
25/04/2025,Repetidor mesh,Luis Gomez,Barranquilla,8,
04/12/2025,Router WiFi 6,Luis Gomez,Medellin,2,$ 170.312
13/08/2025,Antena sectorial,Marta Ruiz,Bucaramanga,3,$ 152.929
17/05/2026,Antena sectorial,Marta Ruiz,Barranquilla,7,$ 1.129.963
14/10/2025,Switch 24p,Ana Torres,Cali,3,$ 445.174
30/12/2025,Antena sectorial,Carlos Pena,Medellin,5,$ 401.989
22/04/2025,Switch 24p,Carlos Pena,Bucaramanga,3,$ 905.778
13/04/2025,Router WiFi 6,Luis Gomez,Bogota,2,$ 316.894
04/06/2025,ONT Fibra,Luis Gomez,Bogota,2,$ 153.625
04/04/2026,Repetidor mesh,Marta Ruiz,Bogota,5,$ 174.182
08/03/2025,ONT Fibra,Marta Ruiz,Bogota,4,$ 306.157
31/05/2025,Switch 24p,Marta Ruiz,Bogota,6,$ 155.386
05/02/2026,ONT Fibra,Luis Gomez,Barranquilla,4,$ 289.735
14/04/2026,ONT Fibra,Luis Gomez,Bogota,1,$ 1.764.780
15/11/2025,Repetidor mesh,Ana Torres,Cali,5,$ 199.230
04/04/2026,Repetidor mesh,Marta Ruiz,Bogota,5,$ 174.182
08/02/2026,Repetidor mesh,Ana Torres,Barranquilla,8,$ 565.542
27/06/2026,Router WiFi 6,Carlos Pena,Medellin,3,$ 344.778
27/01/2025,Router WiFi 6,Ana Torres,Cali,5,$ 665.843
29/05/2025,Switch 24p,Marta Ruiz,Medellin,4,$ 331.015
21/02/2025,Antena sectorial,Marta Ruiz,Bogota,6,$ 215.397
31/05/2025,Antena sectorial,Ana Torres,Medellin,5,$ 284.105
26/05/2025,Antena sectorial,Carlos Pena,Cali,6,$ 65.979
19/06/2026,Antena sectorial,Marta Ruiz,Bogota,8,$ 88.216
23/09/2025,ONT Fibra,Carlos Pena,Barranquilla,4,$ 620.509
21/08/2026,Antena sectorial,Luis Gomez,Bogota,8,$ 193.515
05/09/2025,Repetidor mesh,Carlos Pena,Bucaramanga,4,$ 117.788
12/01/2025,Antena sectorial,Carlos Pena,Bogota,8,$ 322.454
11/06/2026,Switch 24p,Luis Gomez,Bogota,5,$ 125.955
20/08/2025,Switch 24p,Marta Ruiz,Cali,2,$ 290.009
16/05/2025,Repetidor mesh,Marta Ruiz,Barranquilla,1,$ 226.946
12/04/2026,Antena sectorial,Luis Gomez,Bogota,3,$ 771.661
09/06/2025,Repetidor mesh,Luis Gomez,Cali,2,$ 1.477.653
11/04/2026,Repetidor mesh,Luis Gomez,Barranquilla,5,$ 2.516.715
10/10/2025,Antena sectorial,Marta Ruiz,Cali,6,$ 390.105
31/05/2026,Switch 24p,Ana Torres,Cali,6,$ 410.034
12/02/2026,Cable UTP Cat6,Marta Ruiz,Medellin,2,$ 67.574
04/05/2026,Antena sectorial,Luis Gomez,Medellin,3,$ 154.001
21/07/2025,Antena sectorial,Luis Gomez,Barranquilla,5,$ 273.840
15/02/2025,Cable UTP Cat6,Ana Torres,Medellin,1,$ 124.718
12/02/2026,ONT Fibra,Marta Ruiz,Bogota,2,$ 191.715
13/01/2025,Router WiFi 6,Luis Gomez,Medellin,8,$ 148.330
20/10/2025,Repetidor mesh,Luis Gomez,Cali,2,$ 131.814
